alert_id,timestamp,latitude,longitude,alert_type,severity
148,2025-01-24 07:15:00,42.31961106059265,-87.74954224733135,Fire,Low
149,2025-02-18 18:49:00,41.91274089123705,-87.3697963212705,Accident,Low
150,2025-01-03 20:57:00,41.621839025755385,-88.08148016795529,Accident,High
151,2025-03-01 12:02:00,41.618523699170076,-87.56397223851398,Accident,Medium
152,2025-02-13 00:14:00,42.23406282815636,-87.81556551403004,Kidnapping,Critical
153,2025-02-20 03:18:00,41.764943280619036,-88.07144194520153,Fire,Low
154,2025-01-30 12:50:00,42.15985426910619,-87.99405773599432,Kidnapping,Low
155,2025-01-25 04:19:00,41.75908311058157,-87.47896883395144,Accident,Critical
156,2025-01-01 22:42:00,41.85441517235472,-87.53241519183739,Kidnapping,Low
157,2025-01-17 02:22:00,42.02638557859173,-87.40979928587501,MissingPerson,Low
158,2025-02-22 19:57:00,41.664651205464686,-87.24293695308073,Accident,High
159,2025-03-01 00:17:00,41.66183805662702,-87.3898313574802,Accident,High
160,2025-03-01 03:24:00,42.02380822513349,-87.50589199363809,Accident,Low
161,2025-01-06 08:35:00,41.80529180038998,-87.3252212266166,MissingPerson,High
162,2025-02-06 23:39:00,41.81444979253238,-87.4300677334394,MissingPerson,Medium
163,2025-02-17 20:39:00,41.9230890808076,-87.33197713778925,MissingPerson,Critical
164,2025-01-20 12:21:00,41.58533819945487,-87.61709243299129,Kidnapping,High
165,2025-01-16 23:41:00,41.91147237848277,-88.06139303390226,Kidnapping,High
166,2025-01-02 11:16:00,41.57310031241471,-87.71248215921644,Fire,High
167,2025-01-20 04:25:00,41.98532047109692,-87.77283139003403,Accident,High
168,2025-02-14 23:24:00,42.157860259992766,-87.39225186231613,Accident,High
169,2025-01-04 07:11:00,42.215151798134414,-87.39980441001292,Kidnapping,Critical
170,2025-01-14 17:13:00,41.77438475331879,-87.89604135928028,Fire,High
171,2025-02-12 20:28:00,42.03478684624827,-87.86059799321674,MissingPerson,Low
172,2025-01-22 07:14:00,41.810296357949305,-88.1467146475351,Kidnapping,High
173,2025-01-28 11:43:00,42.134031815292275,-87.64260530218658,Kidnapping,Low
174,2025-02-15 11:02:00,41.95548544416212,-88.0421818519048,Kidnapping,High
175,2025-02-05 11:42:00,41.775797021419066,-87.92780715017965,MissingPerson,High
176,2025-01-18 18:41:00,41.97818462614307,-87.05928785079959,Fire,Medium
177,2025-02-20 15:19:00,41.82847203923835,-87.51216696533706,MissingPerson,Critical
178,2025-02-02 13:21:00,41.75406798390894,-88.11677455703813,Kidnapping,Low
179,2025-02-11 05:35:00,42.023663812781486,-87.35181429570098,Fire,Low
180,2025-02-09 13:40:00,41.99998362825817,-87.9772010061562,Accident,Medium
181,2025-02-17 20:32:00,42.08000604383194,-87.91034788219164,MissingPerson,Low
182,2025-02-19 10:54:00,41.706698386323836,-87.79386207797263,Fire,Medium
183,2025-01-22 00:45:00,41.87249215524858,-87.83301961808078,Fire,Medium
184,2025-01-01 14:18:00,41.74980147887042,-87.47162835809696,MissingPerson,Critical
185,2025-01-10 11:02:00,41.65096379537066,-87.34893701623066,Fire,High
186,2025-01-09 01:42:00,41.53404856034527,-87.43109652371425,Fire,Critical
187,2025-02-17 00:28:00,42.18163034803353,-87.25728506106256,Kidnapping,Medium
188,2025-02-16 11:13:00,42.02872036591568,-87.8527046280521,Fire,Medium
189,2025-01-03 17:47:00,41.95480989710152,-87.41460238557099,MissingPerson,Low
190,2025-01-02 13:28:00,42.044394921763015,-87.92307184899148,Kidnapping,Medium
191,2025-01-26 18:10:00,41.44396740023244,-87.75749624375806,Kidnapping,High
192,2025-02-08 06:12:00,42.160781612889075,-87.46633879913057,Kidnapping,High
193,2025-02-07 06:42:00,42.222327264999905,-87.57307779504538,MissingPerson,Low
194,2025-02-25 13:42:00,41.81908850694438,-87.65065335548857,MissingPerson,Critical
195,2025-01-28 01:59:00,42.08216183666383,-87.47587241921434,Fire,Low
196,2025-01-13 03:22:00,42.019695191076664,-88.00696423754412,Fire,Critical
197,2025-01-05 14:20:00,41.75208621950342,-87.28778839546307,Fire,High
198,2025-02-01 03:32:00,41.98385131787845,-87.46111365762715,Accident,High
199,2025-01-08 21:50:00,41.57103012313266,-87.44152926706425,Kidnapping,High
200,2025-02-15 03:19:00,41.807489732395005,-87.47387614828197,Fire,Critical
201,2025-02-20 06:41:00,42.125930442179,-88.04993124396546,Fire,Critical
202,2025-02-16 13:04:00,41.73406992518172,-87.37597272332219,Kidnapping,Low
203,2025-01-02 10:01:00,42.12146382169863,-87.21113182296371,Accident,Critical
204,2025-02-16 14:00:00,41.97081884787025,-88.18756878833479,Fire,Low
205,2025-02-06 01:28:00,41.60333677692545,-87.2767714090522,MissingPerson,Low
206,2025-01-02 21:09:00,41.75499191487868,-87.73573643561636,Accident,High
207,2025-01-06 16:31:00,42.13249681192949,-87.76856063548188,MissingPerson,High
208,2025-02-15 07:14:00,42.08211841347829,-87.80219432043215,Kidnapping,Critical
209,2025-01-12 06:49:00,41.7647933072104,-87.72167873469317,Accident,Critical
210,2025-01-26 11:06:00,41.80265235118714,-88.06555806773957,Fire,Medium
211,2025-02-09 21:19:00,42.09281742209122,-87.6384650921112,MissingPerson,Low
212,2025-01-11 00:50:00,41.52551744488079,-87.35117079633415,Fire,High
213,2025-01-26 11:54:00,41.56963163531113,-87.19283212084291,Accident,Critical
214,2025-01-13 14:36:00,42.121855346461935,-87.67255344422345,Kidnapping,Low
215,2025-01-06 14:05:00,42.15455585937294,-87.96615383244107,Accident,Low
216,2025-01-09 18:55:00,42.038810874071345,-87.74750390291695,Fire,Critical
217,2025-01-26 16:24:00,41.46350839139345,-87.67221683158985,Fire,High
218,2025-01-24 09:17:00,41.76469706488002,-87.79462675522626,MissingPerson,High
219,2025-01-31 21:51:00,41.63719014841837,-88.00660124917968,Fire,Medium
220,2025-01-09 18:07:00,41.77367957808217,-87.31504127270587,Fire,High
221,2025-01-20 16:38:00,41.73737452327199,-88.00688671750174,Kidnapping,Low
222,2025-02-23 00:16:00,41.91640924884298,-87.67796817010311,MissingPerson,High
223,2025-01-08 17:44:00,42.03352150521357,-88.17682082068907,Fire,Medium
224,2025-01-27 23:26:00,42.07481682991634,-87.11452680891267,Kidnapping,Low
225,2025-02-04 18:44:00,41.95426635749579,-87.05213571626057,Fire,Critical
226,2025-01-30 09:33:00,41.73140517902091,-87.55527797541616,Kidnapping,Low
227,2025-01-10 14:09:00,41.997549615889675,-87.2058831704595,MissingPerson,Medium
228,2025-01-22 18:41:00,41.718739196058294,-87.59469456907999,MissingPerson,Low
229,2025-01-25 03:56:00,41.56479849446837,-87.485439952558,Kidnapping,Medium
230,2025-01-19 03:08:00,41.848196575699035,-87.18003932535744,Accident,Critical
231,2025-02-17 03:08:00,41.79409591382367,-87.07563378349477,Fire,Critical
232,2025-01-31 12:46:00,42.13711624026228,-87.15986660595298,Kidnapping,High
233,2025-01-15 17:57:00,41.62446423676523,-87.89774021821266,Accident,Medium
234,2025-02-05 12:58:00,41.715238520503284,-87.07198315882734,Accident,Medium
235,2025-01-10 16:48:00,42.11389721474949,-87.54688339776786,MissingPerson,Critical
236,2025-02-20 16:09:00,42.25609030471076,-87.6474264012384,Fire,Low
237,2025-01-17 07:56:00,42.08448691717224,-87.42542374103694,MissingPerson,Critical
238,2025-02-18 15:33:00,42.009815197582405,-87.49301129505454,Kidnapping,High
239,2025-02-14 03:34:00,41.6830368812426,-87.2571457153228,MissingPerson,Critical
240,2025-02-03 11:50:00,42.10954773033199,-88.06844747713536,MissingPerson,High
241,2025-02-08 09:02:00,42.13481540313401,-87.58460362081667,Accident,Medium
242,2025-02-18 19:46:00,41.560288747114406,-87.25776558176602,Accident,High
243,2025-02-13 02:50:00,41.89370426611185,-87.20042161837844,Accident,Medium
244,2025-02-14 06:44:00,42.03290269903257,-87.81142262065872,Accident,High
245,2025-02-18 07:37:00,42.20792951329884,-87.50556791079643,Fire,Low
246,2025-02-06 19:17:00,41.47889439544607,-87.43996768240373,Kidnapping,Critical
247,2025-01-01 23:02:00,41.77477841812571,-87.67358642865051,MissingPerson,High
248,2025-02-03 08:17:00,41.63171179058489,-87.55235912164605,Fire,Low
249,2025-01-10 16:21:00,41.847291452879624,-87.86184636056855,Kidnapping,Low
250,2025-01-27 07:07:00,42.038189998285404,-87.93379460952387,Accident,Medium
251,2025-02-17 17:19:00,41.787245189299334,-87.6346272629147,Accident,Medium
252,2025-01-24 01:03:00,41.6533408487185,-87.29250980118253,Accident,Low
253,2025-01-11 11:09:00,42.16541936238101,-88.03552479213411,Accident,Medium
254,2025-01-07 21:36:00,41.90425123315937,-87.58370629637385,Kidnapping,Critical
255,2025-02-07 10:08:00,42.28628419088874,-87.56208963901047,Accident,Low
256,2025-02-10 03:31:00,42.06806365178538,-88.14873286219267,Kidnapping,Low
257,2025-01-18 02:11:00,42.037272066889194,-88.06252688625753,MissingPerson,High
258,2025-01-03 00:16:00,41.991894383727285,-87.69105389190457,MissingPerson,High
259,2025-01-11 06:29:00,41.67317661545056,-87.32800551072546,MissingPerson,Critical
260,2025-02-19 10:21:00,41.642564745251754,-87.57803510526374,Fire,Medium
261,2025-01-31 03:28:00,41.73846352941357,-87.52375626469546,Kidnapping,Medium
262,2025-02-12 02:09:00,41.69270440035445,-87.17406607831094,MissingPerson,Medium
263,2025-01-08 13:21:00,41.56183482903728,-87.24561264411209,Fire,High
264,2025-01-17 00:27:00,42.26544156713492,-87.55162483902484,MissingPerson,Medium
265,2025-02-18 06:28:00,41.88972344179188,-88.03926097756143,Accident,Medium
266,2025-01-19 10:12:00,41.56248776757856,-87.78471966915669,Accident,Low
267,2025-02-13 16:08:00,41.839592857781504,-87.62032130538623,MissingPerson,Low
268,2025-02-14 04:31:00,41.528488532255544,-87.91514825625761,MissingPerson,Critical
269,2025-01-12 22:31:00,41.68113986248746,-87.63215759981587,Fire,Critical
270,2025-02-17 15:53:00,41.648260140635934,-88.11149512495838,Accident,High
271,2025-01-25 09:49:00,41.551849368318344,-87.53470849211966,MissingPerson,Critical
272,2025-01-09 10:06:00,41.828871999911264,-87.14619704542098,MissingPerson,Critical
273,2025-02-13 20:09:00,41.875354763073126,-87.12690866696987,MissingPerson,Low
274,2025-02-15 07:31:00,42.231455904003575,-87.63886413138276,MissingPerson,Low
275,2025-01-12 16:26:00,42.15688932309204,-87.94672044233153,Fire,Medium
276,2025-02-23 04:50:00,41.74046233139037,-87.46204531878958,MissingPerson,Medium
277,2025-02-24 12:21:00,42.18224578723431,-88.03067068586186,Fire,Critical
278,2025-01-24 19:12:00,41.92544989755808,-87.58944471673856,Accident,High
279,2025-02-10 11:37:00,42.090049710551966,-87.18341580268336,MissingPerson,Critical
280,2025-02-04 04:27:00,41.882983123118294,-87.07778006682234,Accident,Low
281,2025-02-16 12:56:00,42.05139466907853,-88.0132374070351,Fire,Critical
282,2025-02-14 22:37:00,41.57726121825484,-87.59822124343886,Fire,Medium
283,2025-02-11 04:56:00,41.730610442183036,-88.08823278234587,Fire,Critical
284,2025-02-09 18:16:00,41.582709561266554,-87.41911855006435,Accident,Low
285,2025-02-08 23:23:00,41.978332084126,-87.83484155993663,Fire,High
286,2025-01-06 04:27:00,41.7545252575704,-87.61753119616976,MissingPerson,Critical
287,2025-02-19 18:05:00,41.53675244000772,-87.29668620159846,Fire,High
288,2025-02-22 11:16:00,42.235296132287566,-87.75208486850856,MissingPerson,Critical
289,2025-01-29 05:14:00,41.68637126565876,-87.62444122660261,Fire,Critical
290,2025-01-31 03:57:00,42.13589237198029,-87.861870603262,Kidnapping,High
291,2025-01-17 03:47:00,41.59480853950296,-87.47260250735069,Kidnapping,High
292,2025-02-11 09:58:00,41.98663122761416,-88.14553696737684,Accident,Critical
293,2025-02-18 16:54:00,41.70319187410354,-87.84304121190402,MissingPerson,Medium
294,2025-01-07 18:46:00,42.01979208502456,-87.17587474825872,Accident,Low
295,2025-02-09 20:58:00,41.576710923205205,-87.27021903393242,Kidnapping,Critical
296,2025-01-09 16:29:00,41.46150966826566,-87.72908728810908,MissingPerson,Medium
297,2025-02-14 03:48:00,42.18959941312807,-87.64025097691143,Accident,Medium
298,2025-02-04 19:33:00,41.64575845317585,-87.6813222230689,Accident,Low
299,2025-01-30 00:43:00,41.67472473139026,-88.03806985157767,MissingPerson,High
300,2025-01-04 19:19:00,41.964197412037386,-87.55980457722207,Accident,Critical
301,2025-01-30 13:46:00,42.01519778489616,-87.70636867753488,Kidnapping,Critical
302,2025-02-14 10:01:00,41.77870740604025,-87.78157129308845,MissingPerson,Low
303,2025-01-31 10:07:00,42.15991947755662,-87.21276152873166,Accident,Critical
304,2025-02-15 23:16:00,41.72749119144984,-88.03684477142828,Fire,Low
305,2025-02-02 16:51:00,41.58317088096781,-87.56604896990804,Accident,Medium
306,2025-01-31 00:03:00,42.24084557548813,-87.73699810615571,Kidnapping,Medium
307,2025-02-12 17:53:00,42.17073156611157,-88.00276312987675,MissingPerson,High
308,2025-02-25 00:56:00,41.674145076786424,-87.28601663262396,MissingPerson,Critical
309,2025-01-25 16:52:00,42.28238800178456,-87.62363079465321,Fire,Low
310,2025-01-30 00:07:00,42.11930614226981,-87.91228345768229,Fire,Low
311,2025-03-01 09:00:00,42.16026367857929,-87.81772573873391,Accident,Low
312,2025-01-19 02:40:00,41.63336520510759,-87.40152402424766,Kidnapping,High
313,2025-02-12 23:08:00,42.227600867010196,-87.8339019702999,Accident,Critical
314,2025-02-17 22:49:00,42.14831341579881,-87.14855172285499,Kidnapping,Low
315,2025-01-30 19:24:00,41.8955333263615,-87.99759473281117,Accident,Low
316,2025-02-26 14:18:00,41.756497237501726,-87.06108773825714,Accident,Critical
317,2025-02-03 23:45:00,42.04101509778494,-88.1080651710404,MissingPerson,Low
318,2025-02-27 17:51:00,41.80611995161279,-87.08742381548224,Fire,Low
319,2025-02-01 22:22:00,41.86789752087092,-88.0258979527068,Accident,Low
320,2025-02-16 14:05:00,41.9745181619027,-87.7045357029282,Fire,Medium
321,2025-01-03 20:07:00,41.588588999240756,-87.73140090912953,Accident,Medium
322,2025-01-11 01:35:00,41.846439300484704,-88.2135836975877,Fire,Low
323,2025-01-08 16:14:00,41.79783762714261,-88.08620929066731,MissingPerson,Critical
324,2025-01-23 00:42:00,41.92257833131282,-87.54754833015667,MissingPerson,Low
325,2025-02-12 00:54:00,41.83968640641702,-87.63109434707887,Kidnapping,Low
326,2025-01-31 22:07:00,41.671227976698795,-88.07061583607555,Kidnapping,Low
327,2025-02-10 10:39:00,41.691946402340626,-87.19298838126277,MissingPerson,High
328,2025-01-13 16:33:00,42.27122277242723,-87.68315493842427,MissingPerson,High
329,2025-01-02 05:29:00,41.88469974110822,-87.24826205705381,Kidnapping,Critical
330,2025-02-10 07:17:00,41.868281612861786,-87.59422335019792,Kidnapping,Low
331,2025-01-18 08:07:00,42.006521486530815,-87.24120025557247,Accident,Medium
332,2025-01-11 16:37:00,42.07882413969361,-87.28132409767959,Accident,Critical
333,2025-01-08 01:01:00,41.844821666319675,-87.08228057883561,MissingPerson,Critical
334,2025-02-02 14:03:00,41.69113619658188,-87.15343611096985,Fire,High
335,2025-01-16 22:32:00,41.67607894113822,-87.54186073194265,MissingPerson,Low
336,2025-02-11 23:52:00,42.15513113048414,-87.45182659550434,Kidnapping,Low
337,2025-02-16 17:43:00,42.13399274757257,-87.80414807678284,Kidnapping,High
338,2025-02-18 13:46:00,41.806509701202025,-88.0566060409105,Kidnapping,Low
339,2025-01-06 04:36:00,42.198992546060886,-87.42482944465114,Accident,Low
340,2025-01-19 01:26:00,41.803803422996,-87.3661804516651,Accident,Low
341,2025-02-02 16:43:00,41.61731223138448,-87.4718851519806,Fire,Medium
342,2025-02-08 17:48:00,42.01184420488516,-87.42347000405904,Kidnapping,Critical
